Demo_Task,Fiscal_Period,Employee_ID,Business_Unit,Department,Role,Entity,Cost_Center,Cost_Center_Name,Salary_AUD,Overtime_AUD,Benefits_AUD,Contractor_Cost_AUD,Total_Workforce_Cost_AUD,Hours_Worked,Utilisation_Percent,Output_Metric,Output_Volume,Revenue_or_Value_Supported_AUD,Labour_Cost_Per_Output,Performance_Rating,Risk_Flag,Recommended_Action,Linked_GL_Txn_ID,Source_File_Target
IBM BOB 2 - Workforce,2026-03,EMP4332,Procurement,Procurement,Inventory Coordinator,AUS01,IT,Information Technology,10477.48,565.31,2600.67,914.22,14557.68,139.5,73.0,pos_processed,282,74168.34,51.62,Medium,Contractor dependency,Review allocation / approve exception,TXN006017,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3548,Sales,Sales,Finance Analyst,PNG01,NT,Northern Territory Operations,10374.51,1201.88,1015.97,5556.5,18148.86,127.3,76.1,deals_supported,184,417527.32,98.64,High,None,No action,TXN006018,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9077,Sales,Sales,Revenue Analyst,PNG01,NT,Northern Territory Operations,13122.64,103.61,607.13,0,13833.38,143.3,89.8,deals_supported,203,384306.18,68.14,High,Contractor dependency,Review allocation / approve exception,TXN006019,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5910,Sales,Sales,Data Engineer,FJI01,WA,Western Australia Operations,5763.87,785.58,2095.33,10985.3,19630.08,175.9,95.4,deals_supported,140,48608.61,140.21,High,Contractor dependency,Review allocation / approve exception,TXN006020,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2301,Sales,Sales,FP&A Manager,AUS01,QLD,Queensland Operations,9221.13,0,2043.67,8485.53,19750.33,178.4,86.7,deals_supported,257,560427.85,76.85,Medium,Low utilisation high cost,Review allocation / approve exception,TXN006021,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5258,FP&A,FP&A,Data Engineer,NZL01,HR,Human Resources,19128.18,1347.37,804.12,0,21279.67,176.1,97.6,forecast_models,184,436385.47,115.65,High,High overtime,Review allocation / approve exception,TXN006022,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4063,Finance,Finance,Inventory Coordinator,PNG01,NT,Northern Territory Operations,18278.22,2327.0,2061.57,7308.77,29975.56,120.7,63.0,close_tasks,156,271399.01,192.15,Medium,High overtime,Review allocation / approve exception,TXN006023,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5723,Operations,Operations,Controller,AUS01,NT,Northern Territory Operations,10464.11,0,2561.87,0,13025.98,164.4,77.7,flights_supported,286,545825.01,45.55,Low,None,No action,TXN006024,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5921,Procurement,Procurement,Data Engineer,AUS01,CORP,Corporate Head Office,11604.03,2120.98,2585.9,0,16310.91,151.0,79.3,pos_processed,171,31126.69,95.39,Medium,None,No action,TXN006025,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2459,Sales,Sales,Sales Manager,PNG01,NSW,New South Wales Operations,14394.15,1669.25,2960.62,4122.05,23146.07,165.4,95.6,deals_supported,236,467634.71,98.08,High,None,No action,TXN006026,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3338,IT,IT,Data Engineer,NZL01,FIN,Finance & Accounting,10181.69,0,2943.48,0,13125.17,132.0,94.9,tickets_resolved,181,104368.97,72.51,Low,None,No action,TXN006027,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6313,Procurement,Procurement,Sales Manager,FJI01,OPS,Operations & Logistics,14016.06,658.52,2380.96,0,17055.54,137.5,77.3,pos_processed,164,640236.35,104.0,High,Contractor dependency,Review allocation / approve exception,TXN006028,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7622,Operations,Operations,Operations Planner,AUS01,OPS,Operations & Logistics,8471.74,0,893.84,3118.77,12484.35,164.1,69.3,flights_supported,278,143766.28,44.91,High,Low utilisation high cost,Review allocation / approve exception,TXN006029,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5833,Commercial,Commercial,Finance Analyst,NZL01,MKT,Marketing & Sales,14705.94,1579.14,1918.32,0,18203.4,167.2,92.7,revenue_cases,97,768650.24,187.66,Low,Contractor dependency,Review allocation / approve exception,TXN006030,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6673,Customer Care,Customer Care,Operations Planner,PNG01,WA,Western Australia Operations,5151.64,0,1064.95,0,6216.59,141.3,58.0,cases_resolved,236,579562.0,26.34,High,Contractor dependency,Review allocation / approve exception,TXN006031,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4696,Customer Care,Customer Care,Inventory Coordinator,FJI01,R&D,Research & Development,6144.8,0,1500.36,0,7645.16,155.3,60.5,cases_resolved,233,753836.04,32.81,High,High overtime,Review allocation / approve exception,TXN006032,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1182,Finance,Finance,FP&A Manager,PNG01,ACT,Australian Capital Territory,8909.67,530.12,1897.79,10544.31,21881.89,145.6,91.0,close_tasks,184,660396.57,118.92,Low,None,No action,TXN006033,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2496,Customer Care,Customer Care,Finance Analyst,NZL01,IT,Information Technology,19060.57,41.69,1196.37,3103.09,23401.72,159.8,62.6,cases_resolved,85,284082.94,275.31,Medium,High overtime,Review allocation / approve exception,TXN006034,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4652,Sales,Sales,Inventory Coordinator,PNG01,SA,South Australia Operations,11056.05,0,1338.61,0,12394.66,137.2,70.2,deals_supported,42,693472.12,295.11,Low,None,No action,TXN006035,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1704,Sales,Sales,FP&A Manager,NZL01,QLD,Queensland Operations,7852.41,780.87,2816.66,0,11449.94,125.7,64.6,deals_supported,66,540760.44,173.48,High,None,No action,TXN006036,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9233,Finance,Finance,Operations Planner,NZL01,ACT,Australian Capital Territory,5803.57,0,2899.35,0,8702.92,182.1,77.8,close_tasks,61,438909.15,142.67,High,Low utilisation high cost,Review allocation / approve exception,TXN006037,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2400,IT,IT,Finance Analyst,NZL01,CORP,Corporate Head Office,15467.23,2215.8,859.65,0,18542.68,135.2,83.5,tickets_resolved,213,583556.66,87.05,High,Low utilisation high cost,Review allocation / approve exception,TXN006038,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4508,Operations,Operations,Procurement Specialist,FJI01,OPS,Operations & Logistics,19709.71,1398.67,1756.64,0,22865.02,177.8,69.0,flights_supported,132,309483.5,173.22,High,Contractor dependency,Review allocation / approve exception,TXN006039,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3543,Finance,Finance,Finance Analyst,PNG01,VIC,Victoria Operations,10299.81,717.32,712.82,6089.55,17819.5,128.2,55.9,close_tasks,290,190506.1,61.45,High,Contractor dependency,Review allocation / approve exception,TXN006040,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9166,Customer Care,Customer Care,Customer Service Lead,AUS01,IT,Information Technology,12986.92,0,774.29,0,13761.21,137.6,57.0,cases_resolved,212,636840.01,64.91,High,Contractor dependency,Review allocation / approve exception,TXN006041,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1233,Sales,Sales,Sales Manager,PNG01,OPS,Operations & Logistics,12579.4,2334.48,1270.7,0,16184.58,140.9,84.7,deals_supported,255,704525.72,63.47,Medium,Low utilisation high cost,Review allocation / approve exception,TXN006042,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1834,IT,IT,Revenue Analyst,PNG01,CORP,Corporate Head Office,14783.71,1201.36,2633.89,10780.02,29398.98,159.0,60.4,tickets_resolved,245,782706.05,120.0,Medium,High overtime,Review allocation / approve exception,TXN006043,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5355,Sales,Sales,Controller,AUS01,VIC,Victoria Operations,16754.88,0,1259.51,0,18014.39,155.2,83.8,deals_supported,235,35244.82,76.66,Low,Low utilisation high cost,Review allocation / approve exception,TXN006044,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5042,IT,IT,Operations Planner,AUS01,NT,Northern Territory Operations,8497.68,0,508.98,0,9006.66,146.2,84.0,tickets_resolved,147,748466.59,61.27,Medium,Low utilisation high cost,Review allocation / approve exception,TXN006045,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6558,Finance,Finance,Finance Analyst,AUS01,ACT,Australian Capital Territory,12547.37,0,682.15,10229.74,23459.26,123.6,66.6,close_tasks,236,494262.97,99.4,High,High overtime,Review allocation / approve exception,TXN006046,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1358,Sales,Sales,Sales Manager,AUS01,OPS,Operations & Logistics,15117.74,2189.89,719.86,10572.79,28600.28,123.6,81.7,deals_supported,109,580219.09,262.39,Medium,High overtime,Review allocation / approve exception,TXN006047,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7200,Finance,Finance,Operations Planner,AUS01,ACT,Australian Capital Territory,17627.59,157.07,2050.79,9995.46,29830.91,146.2,63.6,close_tasks,131,310474.83,227.72,Low,Low utilisation high cost,Review allocation / approve exception,TXN006048,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3038,Customer Care,Customer Care,Operations Planner,AUS01,FIN,Finance & Accounting,11090.75,0,706.98,10700.64,22498.37,124.6,86.6,cases_resolved,58,179360.3,387.9,High,High overtime,Review allocation / approve exception,TXN006049,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6264,Sales,Sales,Finance Analyst,AUS01,MKT,Marketing & Sales,7037.06,1671.31,2499.68,0,11208.05,174.5,58.3,deals_supported,258,476564.93,43.44,Medium,Low utilisation high cost,Review allocation / approve exception,TXN006050,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4887,FP&A,FP&A,FP&A Manager,AUS01,TAS,Tasmania Operations,19639.13,0,1361.09,0,21000.22,159.6,58.7,forecast_models,163,703472.9,128.84,High,High overtime,Review allocation / approve exception,TXN006051,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9704,Customer Care,Customer Care,Finance Analyst,PNG01,VIC,Victoria Operations,12677.92,899.6,1676.38,9522.04,24775.94,157.4,83.9,cases_resolved,112,670216.77,221.21,Medium,High overtime,Review allocation / approve exception,TXN006052,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4166,Sales,Sales,Customer Service Lead,AUS01,WA,Western Australia Operations,15418.56,1035.68,1409.14,3514.15,21377.53,124.5,70.7,deals_supported,102,788271.69,209.58,High,High overtime,Review allocation / approve exception,TXN006053,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7217,Finance,Finance,Data Engineer,AUS01,IT,Information Technology,18409.06,1343.04,2676.07,0,22428.17,158.7,80.7,close_tasks,203,620333.86,110.48,Low,Contractor dependency,Review allocation / approve exception,TXN006054,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1050,Sales,Sales,Data Engineer,AUS01,QLD,Queensland Operations,16244.43,1423.64,1517.83,0,19185.9,124.0,87.5,deals_supported,51,12959.53,376.19,Low,None,No action,TXN006055,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6729,Commercial,Commercial,Controller,FJI01,NT,Northern Territory Operations,5038.61,1811.04,529.82,0,7379.47,161.5,67.6,revenue_cases,107,365201.98,68.97,Medium,Contractor dependency,Review allocation / approve exception,TXN006056,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5197,Procurement,Procurement,Customer Service Lead,FJI01,R&D,Research & Development,8956.36,1865.98,1635.84,0,12458.18,162.8,97.3,pos_processed,151,207776.71,82.5,High,High overtime,Review allocation / approve exception,TXN006057,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9135,Operations,Operations,Data Engineer,PNG01,MKT,Marketing & Sales,7566.13,0,610.72,8192.52,16369.37,154.1,93.6,flights_supported,159,308284.55,102.95,Medium,High overtime,Review allocation / approve exception,TXN006058,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7024,Operations,Operations,Controller,NZL01,WA,Western Australia Operations,17300.65,231.44,925.0,0,18457.09,137.9,94.3,flights_supported,188,784475.76,98.18,High,None,No action,TXN006059,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8682,Customer Care,Customer Care,Procurement Specialist,FJI01,HR,Human Resources,12763.91,1361.23,2287.57,0,16412.71,163.8,94.8,cases_resolved,134,614384.97,122.48,Low,None,No action,TXN006060,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8822,IT,IT,Inventory Coordinator,NZL01,VIC,Victoria Operations,17079.11,142.64,2709.6,0,19931.35,152.5,75.8,tickets_resolved,269,515919.15,74.09,Medium,None,No action,TXN006061,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9351,Commercial,Commercial,Controller,NZL01,SA,South Australia Operations,18150.48,2456.57,2525.98,9832.95,32965.98,123.2,84.2,revenue_cases,167,11854.69,197.4,Medium,None,No action,TXN006062,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8716,Procurement,Procurement,Inventory Coordinator,NZL01,R&D,Research & Development,6123.16,0,2755.14,0,8878.3,162.4,59.1,pos_processed,171,242660.02,51.92,High,Low utilisation high cost,Review allocation / approve exception,TXN006063,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8380,Commercial,Commercial,Customer Service Lead,NZL01,SA,South Australia Operations,10799.31,555.71,2302.25,6092.26,19749.53,139.8,76.4,revenue_cases,124,505459.73,159.27,High,High overtime,Review allocation / approve exception,TXN006064,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3986,Customer Care,Customer Care,Data Engineer,PNG01,IT,Information Technology,11622.03,1404.4,2458.38,10091.49,25576.3,163.0,67.8,cases_resolved,284,570241.36,90.06,Low,Contractor dependency,Review allocation / approve exception,TXN006065,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8018,Commercial,Commercial,Customer Service Lead,FJI01,HR,Human Resources,7216.68,0,1952.18,0,9168.86,131.7,97.6,revenue_cases,166,641234.1,55.23,Medium,Low utilisation high cost,Review allocation / approve exception,TXN006066,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3965,Sales,Sales,Procurement Specialist,NZL01,VIC,Victoria Operations,18730.0,0,1200.76,0,19930.76,176.4,89.4,deals_supported,176,236197.82,113.24,High,None,No action,TXN006067,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5456,Procurement,Procurement,Sales Manager,PNG01,HR,Human Resources,8447.6,780.43,1292.12,0,10520.15,162.9,65.0,pos_processed,43,357006.02,244.65,High,None,No action,TXN006068,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4567,FP&A,FP&A,FP&A Manager,AUS01,MKT,Marketing & Sales,14689.23,682.52,2342.19,10028.71,27742.65,180.9,92.4,forecast_models,208,717036.26,133.38,High,High overtime,Review allocation / approve exception,TXN006069,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2136,Sales,Sales,Sales Manager,NZL01,NT,Northern Territory Operations,14164.18,1283.73,1053.83,8629.33,25131.07,127.2,91.5,deals_supported,172,655094.68,146.11,High,Low utilisation high cost,Review allocation / approve exception,TXN006070,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8637,Customer Care,Customer Care,FP&A Manager,AUS01,HR,Human Resources,10427.05,1110.73,842.49,0,12380.27,163.7,70.5,cases_resolved,223,766853.11,55.52,Low,High overtime,Review allocation / approve exception,TXN006071,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5584,Procurement,Procurement,Procurement Specialist,NZL01,CORP,Corporate Head Office,9787.91,0,1711.19,4987.68,16486.78,156.8,70.9,pos_processed,104,664694.28,158.53,High,High overtime,Review allocation / approve exception,TXN006072,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4910,IT,IT,FP&A Manager,NZL01,R&D,Research & Development,9583.57,1790.94,1999.22,0,13373.73,155.8,77.5,tickets_resolved,264,176677.22,50.66,High,High overtime,Review allocation / approve exception,TXN006073,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7168,Operations,Operations,Customer Service Lead,AUS01,MKT,Marketing & Sales,9186.07,843.09,2260.33,0,12289.49,136.4,82.1,flights_supported,118,44875.3,104.15,Low,High overtime,Review allocation / approve exception,TXN006074,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9913,Operations,Operations,Controller,FJI01,NSW,New South Wales Operations,7233.35,157.22,1280.6,0,8671.17,181.7,58.0,flights_supported,43,435226.39,201.66,Medium,High overtime,Review allocation / approve exception,TXN006075,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6012,Sales,Sales,Sales Manager,PNG01,MKT,Marketing & Sales,10058.89,0,2005.39,830.81,12895.09,182.8,95.6,deals_supported,223,282459.07,57.83,High,Low utilisation high cost,Review allocation / approve exception,TXN006076,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
